regime,environment,test_year,model,n,rmse,mae,r2,correlation
CV-GE-B10,2016-INH1,2016,G+E_T0,235,2.6030406920158504,2.1066086871729515,-0.9367628053877257,0.34884261132335387
CV-GE-B10,2016-INH1,2016,G+E_T1,235,2.4073990977386623,1.9180165052405822,-0.6565734949694924,0.35966925728199634
CV-GE-B10,2016-INH1,2016,G+E_T2,235,2.9332401964891734,2.4376038085722613,-1.4592901890566337,0.3417863413373028
CV-GE-B10,2016-MIH1,2016,G,234,2.0547847988131007,1.5776247968391517,-0.02293637794033576,0.10754120747333223
CV-GE-B10,2016-MIH1,2016,G+E_T0,234,2.144414613884436,1.7211997153580927,-0.1141237992394859,0.06775159425568972
CV-GE-B10,2016-MIH1,2016,G+E_T1,234,2.324575060301887,1.9353777244392611,-0.3091912172595648,0.07095291804522728
CV-GE-B10,2016-MIH1,2016,G+E_T2,234,2.3296583873866754,1.9378165879096383,-0.31492329607208536,0.06032977235457726
CV-GE-B10,2016-MNH1,2016,G,232,1.6783805881854257,1.3593718389039515,-0.3104821245455429,0.15445345794528248
CV-GE-B10,2016-MNH1,2016,G+E_T0,232,2.1362941583447443,1.7731567215665505,-1.1231090981030567,0.05744568418853167
CV-GE-B10,2016-MNH1,2016,G+E_T1,232,2.2097361245388774,1.8433005089229348,-1.271595693310617,0.05578943089467232
CV-GE-B10,2016-MNH1,2016,G+E_T2,232,2.2369481424410513,1.8662943250200343,-1.3278877669848157,0.04275963098183135
CV-GE-B10,2016-NEH1,2016,G,231,2.722729621380569,2.255106765962455,-1.3974486017233207,0.065570315393471
CV-GE-B10,2016-NEH1,2016,G+E_T0,231,2.548022100017455,2.0872387655356093,-1.0996487793556993,0.2680566058220943
CV-GE-B10,2016-NEH1,2016,G+E_T1,231,2.6624794241316554,2.1977402685659415,-1.29251820557243,0.1982084039187369
CV-GE-B10,2016-NEH1,2016,G+E_T2,231,2.571432648182918,2.106525701621487,-1.138408047166103,0.23794885612625352
CV-GE-B10,2016-NEH4,2016,G,214,2.0844910938738654,1.677397164334432,-1.0057426202279758,-0.0035543627890219907
CV-GE-B10,2016-NEH4,2016,G+E_T0,214,2.045486975237208,1.6478727972571967,-0.931383656400707,0.09598023196277491
CV-GE-B10,2016-NEH4,2016,G+E_T1,214,2.134787058449659,1.7305757235177972,-1.1037020872212517,0.04645736531733525
CV-GE-B10,2016-NEH4,2016,G+E_T2,214,2.1102595446619317,1.7021638960371106,-1.0556390616668065,0.02168726718669306
CV-GE-B10,2016-NYH1,2016,G,224,1.9965294868288874,1.6870046542972739,-2.0458156827166865,0.24259370923855253
CV-GE-B10,2016-NYH1,2016,G+E_T0,224,2.4491232071435043,2.17923083171446,-3.5832487456485005,0.20463353824652686
CV-GE-B10,2016-NYH1,2016,G+E_T1,224,2.3883106040975544,2.116510427048277,-3.3584671289768346,0.22934267755680957
CV-GE-B10,2016-NYH1,2016,G+E_T2,224,2.187864376266177,1.8958029527700533,-2.6575725980730125,0.2056502927395504
CV-GE-B10,2016-NYH2,2016,G,230,3.159466679262276,2.6323644896261635,-2.057158024129046,0.058885259300115955
CV-GE-B10,2016-NYH2,2016,G+E_T0,230,3.884036980981136,3.380187431950743,-3.62016027329593,-0.10976837640346748
CV-GE-B10,2016-NYH2,2016,G+E_T1,230,3.057514228744588,2.4769229224063913,-1.863039253837747,-0.10326255177637456
CV-GE-B10,2016-NYH2,2016,G+E_T2,230,3.477437374856574,2.926876518143144,-2.7034711338610515,-0.1170445720691847
CV-GE-B10,2016-NYH2L,2016,G,96,6.790555895696057,6.73330909527309,-138.8455008152333,-0.04861366564515285
CV-GE-B10,2016-NYH2L,2016,G+E_T0,96,8.342425500252942,8.291640450725628,-210.06805870568934,-0.1617625558565806
CV-GE-B10,2016-NYH2L,2016,G+E_T1,96,7.5930419620881615,7.539260566403144,-173.8515319406053,-0.15575354497714036
CV-GE-B10,2016-NYH2L,2016,G+E_T2,96,7.391582215344292,7.3336106441117055,-164.69624457439454,-0.16619084743646617
CV-GE-B10,2016-TXH1,2016,G,218,2.730775806085326,2.4565507652923992,-4.743660499978891,0.10510123901896033
CV-GE-B10,2016-TXH1,2016,G+E_T0,218,2.9661117619525257,2.751821912410262,-5.776285423447746,0.2647187487171988
CV-GE-B10,2016-TXH1,2016,G+E_T1,218,2.5931541137558605,2.3379293121847313,-4.179326920699246,0.20439770946768515
CV-GE-B10,2016-TXH1,2016,G+E_T2,218,3.0030090999526626,2.7741950156307906,-5.945923006307437,0.17106310897442492
CV-GE-B10,2016-TXH2,2016,G,234,1.9769769558114818,1.5563965672242461,-0.11798784022238507,0.14972475541494223
CV-GE-B10,2016-TXH2,2016,G+E_T0,234,2.585909084555994,2.1090149141703742,-0.9127595085162918,0.19958567568880614
CV-GE-B10,2016-TXH2,2016,G+E_T1,234,1.9709705201462486,1.5595679966180793,-0.11120483640242251,0.2025631257946917
CV-GE-B10,2016-TXH2,2016,G+E_T2,234,2.0311007956889946,1.6111647388081198,-0.18004024317539047,0.17812519263752527
CV-GE-B10,2016-WIH1,2016,G,308,2.0557636046352217,1.6541693617911497,-0.1561604498556184,0.1599500458360218
CV-GE-B10,2016-WIH1,2016,G+E_T0,308,1.917602396544673,1.5255409122425787,-0.005978943442674689,0.29521782643639044
CV-GE-B10,2016-WIH1,2016,G+E_T1,308,1.8428689194506995,1.4396066907238911,0.0709038637423548,0.28173447057530243
CV-GE-B10,2016-WIH1,2016,G+E_T2,308,1.838289344229546,1.420786171580348,0.07551578038515838,0.2835523890342638
CV-GE-B10,2016-WIH2,2016,G,418,2.338952106743915,1.9338592549798015,0.06453381471057862,0.277522299093996
CV-GE-B10,2016-WIH2,2016,G+E_T0,418,3.0181744659135243,2.429013351794025,-0.557665196654139,0.31350791309175624
CV-GE-B10,2016-WIH2,2016,G+E_T1,418,2.5335894193174107,2.0526996040933447,-0.09763490341355086,0.3078814244507344
CV-GE-B10,2016-WIH2,2016,G+E_T2,418,2.4017149668430045,1.9720753550524133,0.013656097365385977,0.2733140094531484
CV-GE-B10,2017-COH1,2017,G,209,2.8855644796936604,2.485259991043116,-3.6544391995101284,-0.018312887963815194
CV-GE-B10,2017-COH1,2017,G+E_T0,209,2.6412958753504747,2.206611005033718,-2.8997781461023577,-0.0687260106575747
CV-GE-B10,2017-COH1,2017,G+E_T1,209,2.5647441801971653,2.1202557888385796,-2.6770022946300718,-0.07424009587338902
CV-GE-B10,2017-COH1,2017,G+E_T2,209,2.591049608665784,2.13989391196299,-2.7528158238227696,-0.08508536682947637
CV-GE-B10,2017-DEH1,2017,G,168,2.8847899633279077,2.444480436885725,-0.8911712714082658,0.15911828715245774
CV-GE-B10,2017-DEH1,2017,G+E_T0,168,2.8932882781416938,2.4878499007884796,-0.902330102367414,0.289635886176231
CV-GE-B10,2017-DEH1,2017,G+E_T1,168,2.8167389681714323,2.402363227574957,-0.8029997614752895,0.2549563785975177
CV-GE-B10,2017-DEH1,2017,G+E_T2,168,2.872153866583148,2.454204097728293,-0.8746399564769658,0.22683301145714352
CV-GE-B10,2017-GAH1,2017,G,130,2.799339687156251,2.205558940535169,-0.18432558647215758,0.04123756970990333
CV-GE-B10,2017-GAH1,2017,G+E_T0,130,2.5195714682663306,2.0219479744517947,0.04057004705035083,0.20169239215413304
CV-GE-B10,2017-GAH1,2017,G+E_T1,130,2.5494297414367826,2.048458226396234,0.017695790313870696,0.17663105952330518
CV-GE-B10,2017-GAH1,2017,G+E_T2,130,2.5376227995422314,2.0337217035111017,0.026773233898548243,0.16805875005987345
CV-GE-B10,2017-GAH2,2017,G,84,1.712708460761826,1.3074697439703806,-0.14467167542812698,0.1725738128869992
CV-GE-B10,2017-GAH2,2017,G+E_T0,84,1.5526751042798208,1.232793289430673,0.059247828905309996,0.363478252359239
CV-GE-B10,2017-GAH2,2017,G+E_T1,84,1.510608499712232,1.1963802408442907,0.10953285914610589,0.3382642913960427
CV-GE-B10,2017-GAH2,2017,G+E_T2,84,1.5045982166336467,1.2012501333279566,0.11660459563449632,0.3539939323901726
CV-GE-B10,2017-IAH4,2017,G,326,2.7941915020958334,2.3928122068648885,-1.74279758427314,0.19442914704450745
CV-GE-B10,2017-IAH4,2017,G+E_T0,326,2.809054865580449,2.4073017955818905,-1.7720551534235125,0.19074783500088868
CV-GE-B10,2017-IAH4,2017,G+E_T1,326,2.9179470896307445,2.5137543194800127,-1.991136611523752,0.17507950119047827
CV-GE-B10,2017-IAH4,2017,G+E_T2,326,2.9883433895823917,2.5842054116089863,-2.137201576434823,0.17061997437621743
CV-GE-B10,2017-ILH1,2017,G,173,2.451775920161541,2.077642557029768,-2.7531804306895635,0.06478722439634763
CV-GE-B10,2017-ILH1,2017,G+E_T0,173,2.4567344176112482,2.0865876261079466,-2.7683767250228373,-0.0045519172778894
CV-GE-B10,2017-ILH1,2017,G+E_T1,173,2.3705717215346183,1.991955549028659,-2.5086826661604547,0.0043620156736399445
CV-GE-B10,2017-ILH1,2017,G+E_T2,173,2.4335424636906926,2.05998636392727,-2.6975644282194833,-0.0018227415253609758
CV-GE-B10,2017-INH1,2017,G,163,3.479699614948389,3.148035802973273,-3.4835192335270655,0.14613352610879005
CV-GE-B10,2017-INH1,2017,G+E_T0,163,2.408820385849364,2.0644032856613066,-1.148544548372556,0.24841732463557253
CV-GE-B10,2017-INH1,2017,G+E_T1,163,2.111722162862743,1.7692037583523055,-0.6512357504170416,0.21969241089541172
CV-GE-B10,2017-INH1,2017,G+E_T2,163,1.7130316150835985,1.3677448778467096,-0.0865914499792606,0.22335942971681652
CV-GE-B10,2017-MIH1,2017,G,184,2.0993681384959646,1.7511543432323844,-0.37733973389566033,0.23091596645238513
CV-GE-B10,2017-MIH1,2017,G+E_T0,184,2.3384193201911496,1.9957871790110935,-0.7088685373444334,0.2846162894238941
CV-GE-B10,2017-MIH1,2017,G+E_T1,184,2.5690019379620788,2.203829296200584,-1.0624942030569269,0.27672207612181443
CV-GE-B10,2017-MIH1,2017,G+E_T2,184,2.4532005785941626,2.095896508793032,-0.8807453195465547,0.269169972162941
CV-GE-B10,2017-MNH1,2017,G,212,1.5813774148703634,1.21541378482571,-0.0450889008659785,0.2605955871985052
CV-GE-B10,2017-MNH1,2017,G+E_T0,212,1.6599632818769268,1.3035418288089393,-0.15154028250146445,0.04820765831437235
CV-GE-B10,2017-MNH1,2017,G+E_T1,212,1.6626226357524327,1.3024708660470063,-0.15523290170199933,0.05329082951619187
CV-GE-B10,2017-MNH1,2017,G+E_T2,212,1.6700815130531212,1.3116528585804201,-0.1656213909998383,0.04005036053593023
CV-GE-B10,2017-NYH1,2017,G,204,1.8701057680254676,1.4678655694862317,-0.3647383476909123,0.09772995381257935
CV-GE-B10,2017-NYH1,2017,G+E_T0,204,1.757076211369078,1.3956944553649104,-0.2047536574619826,0.09236166495242601
CV-GE-B10,2017-NYH1,2017,G+E_T1,204,1.880617062548224,1.4990890483607973,-0.3801230193709133,0.08965583577372764
CV-GE-B10,2017-NYH1,2017,G+E_T2,204,1.9689005067391678,1.5722339709577176,-0.5127410668244146,0.08718198369472006
CV-GE-B10,2017-NYH2,2017,G,197,2.4036959345783755,2.0712246390496114,-1.5559569238206925,0.1326963992143167
CV-GE-B10,2017-NYH2,2017,G+E_T0,197,2.6247945277925493,2.2971327164635365,-2.0477903968096163,0.11016348125257369
CV-GE-B10,2017-NYH2,2017,G+E_T1,197,2.4374244977356536,2.112709504229984,-1.6281903474783137,0.13038657955139782
CV-GE-B10,2017-NYH2,2017,G+E_T2,197,2.215345130948318,1.888594982294135,-1.1710871777724416,0.14011015147309894
CV-GE-B10,2017-NYH3,2017,G,132,2.3350425931914116,1.9466566023122152,-0.964529450777408,0.00884185572298607
CV-GE-B10,2017-NYH3,2017,G+E_T0,132,2.3541958751519045,2.035110550059833,-0.9968898932509935,-0.018841178656285373
CV-GE-B10,2017-NYH3,2017,G+E_T1,132,2.25143906557069,1.9178528459214184,-0.8263723554404443,-0.036338166507068156
CV-GE-B10,2017-NYH3,2017,G+E_T2,132,2.168469788516186,1.8318072478823113,-0.6942429290687269,-0.029653059018544082
CV-GE-B10,2017-TXH1-Dry,2017,G,133,2.249869278061668,1.9366856784086992,-1.2830900476004268,0.0780694337456429
CV-GE-B10,2017-TXH1-Dry,2017,G+E_T0,133,2.566912112201505,2.2341492419360622,-1.9718745197533725,0.08689776672231986
CV-GE-B10,2017-TXH1-Dry,2017,G+E_T1,133,3.071485835681261,2.7381434306408416,-3.255058190879531,0.04139503369186462
CV-GE-B10,2017-TXH1-Dry,2017,G+E_T2,133,3.033422724870079,2.6999749429486037,-3.150250799248079,0.06100213570121824
CV-GE-B10,2017-TXH1-Early,2017,G,178,2.5677016479579486,2.267179299430453,-2.346071805152823,0.16850479560442577
CV-GE-B10,2017-TXH1-Early,2017,G+E_T0,178,2.879986175814035,2.5589734647501055,-3.2094653893268665,0.1099547867346176
CV-GE-B10,2017-TXH1-Early,2017,G+E_T1,178,3.403714525953421,3.101393281586825,-4.879662435805089,0.06189563325628477
CV-GE-B10,2017-TXH1-Early,2017,G+E_T2,178,3.366659320748418,3.0632064849912837,-4.752339099610609,0.08012069243547826
CV-GE-B10,2017-TXH1-Late,2017,G,133,3.293310472763214,3.070761397005652,-9.986823153435187,0.024241035280491704
CV-GE-B10,2017-TXH1-Late,2017,G+E_T0,133,2.3408951044112687,2.098616556912117,-4.550993137071068,-0.03606590084727766
CV-GE-B10,2017-TXH1-Late,2017,G+E_T1,133,2.2139954504589365,1.9718174655784666,-3.965468508018029,-0.04790575400863545
CV-GE-B10,2017-TXH1-Late,2017,G+E_T2,133,2.3528143191702857,2.110732343758536,-4.607665409668044,-0.057783958850606346
CV-GE-B10,2017-TXH2,2017,G,131,1.9381196031023096,1.5887379755401334,-0.06459180861240665,0.12871516991492693
CV-GE-B10,2017-TXH2,2017,G+E_T0,131,2.0529917004233744,1.6034053320085486,-0.1945280684617796,0.09325043200512644
CV-GE-B10,2017-TXH2,2017,G+E_T1,131,2.030140494802404,1.5865501519846565,-0.16808422785170118,0.10510728754085887
CV-GE-B10,2017-TXH2,2017,G+E_T2,131,2.001689008830713,1.572963099123179,-0.13557332097898422,0.07149058454955291
CV-GE-B10,2017-WIH1,2017,G,274,3.789074311276008,3.35780298575885,-2.1391002970267907,0.1666614299419006
CV-GE-B10,2017-WIH1,2017,G+E_T0,274,3.7250532061180963,3.3092072161846193,-2.0339184787223763,0.23248873169827697
CV-GE-B10,2017-WIH1,2017,G+E_T1,274,3.7070070878890578,3.288412640049795,-2.004593887345646,0.21796470416692365
CV-GE-B10,2017-WIH1,2017,G+E_T2,274,3.6774015810004013,3.258318340888559,-1.9567939671837107,0.2181230642013516
CV-GE-B10,2017-WIH2,2017,G,278,3.0197047186533847,2.6254752790387634,-2.2409678804074584,0.22154797574923876
CV-GE-B10,2017-WIH2,2017,G+E_T0,278,1.959223149070895,1.618224698597036,-0.36431162224008307,0.2707354174917062
CV-GE-B10,2017-WIH2,2017,G+E_T1,278,2.0628772746407327,1.7130412982744327,-0.5124901494412808,0.24475349285502535
CV-GE-B10,2017-WIH2,2017,G+E_T2,278,1.9784075615543277,1.6355897113977405,-0.39116069296535305,0.25645163110366154
CV-GE-B10,2018-ARH2,2018,G,429,4.481494762409401,4.407472864417096,-46.49347659242731,-0.1767281574392875
CV-GE-B10,2018-ARH2,2018,G+E_T0,429,4.6738594799459525,4.610350228097778,-50.658224774909264,-0.12952311703286906
CV-GE-B10,2018-ARH2,2018,G+E_T1,429,4.158476998136034,4.085047227761018,-39.89373539768898,-0.1359816880836722
CV-GE-B10,2018-ARH2,2018,G+E_T2,429,4.184867214139879,4.111656404005509,-40.414415859606365,-0.14133724487999585
CV-GE-B10,2018-DEH1,2018,G,595,3.552460526045347,2.925808254001358,-2.120094174266098,-0.13685229059562032
CV-GE-B10,2018-DEH1,2018,G+E_T0,595,3.4291361531692997,2.792239095266601,-1.907224962050349,-0.12239267718662955
CV-GE-B10,2018-DEH1,2018,G+E_T1,595,3.3681358767557597,2.7445112687117024,-1.8047127429793721,-0.04936408532729963
CV-GE-B10,2018-DEH1,2018,G+E_T2,595,3.374545692706879,2.7370421557796765,-1.8153980594792478,-0.10058169338717447
CV-GE-B10,2018-IAH2,2018,G,434,2.784040158506002,2.413914768557317,-1.6158057922826532,0.22111841578413446
CV-GE-B10,2018-IAH2,2018,G+E_T0,434,2.671386037576018,2.299546687231417,-1.4083955141187876,0.21370009721318167
CV-GE-B10,2018-IAH2,2018,G+E_T1,434,2.8139878037528328,2.44138857585047,-1.672384399135522,0.22429453207260752
CV-GE-B10,2018-IAH2,2018,G+E_T2,434,2.898018860948628,2.5257034806251064,-1.8343724721306827,0.2297038425496065
CV-GE-B10,2018-IAH4,2018,G,804,1.9296764369777264,1.6151162690175394,-1.2438311021475101,0.08745199812105096
CV-GE-B10,2018-IAH4,2018,G+E_T0,804,2.036142094577996,1.729220930884353,-1.4982583116816541,0.06017717548300381
CV-GE-B10,2018-IAH4,2018,G+E_T1,804,2.230637790952835,1.9323458544113858,-1.9983290139351388,0.0678029894278584
CV-GE-B10,2018-IAH4,2018,G+E_T2,804,2.2616401992705613,1.9666739946937695,-2.0822524450562865,0.07310602374031949
CV-GE-B10,2018-ILH1,2018,G,394,2.7268908769064195,2.391689553055868,-2.0137540156805653,0.12078833227369234
CV-GE-B10,2018-ILH1,2018,G+E_T0,394,2.333180511344428,1.9708236997494561,-1.206322350640884,0.05835363746327372
CV-GE-B10,2018-ILH1,2018,G+E_T1,394,2.4206012539809225,2.0645708479210354,-1.3747548976711386,0.0785252427057962
CV-GE-B10,2018-ILH1,2018,G+E_T2,394,2.456727053704905,2.1044194930207487,-1.446166987784641,0.08755455734778153
CV-GE-B10,2018-INH1,2018,G,407,2.395250087789165,2.067278790151385,-2.2107909639718546,0.003890466538366407
CV-GE-B10,2018-INH1,2018,G+E_T0,407,1.416701406835977,1.1332391736089382,-0.12322549603175426,0.018745874072281062
CV-GE-B10,2018-INH1,2018,G+E_T1,407,1.4163288409418562,1.134137601253305,-0.12263479924327858,0.005324264560442651
CV-GE-B10,2018-INH1,2018,G+E_T2,407,1.4298889924779807,1.1435049829341204,-0.14423426358164315,0.003475524841493975
CV-GE-B10,2018-MIH1,2018,G,375,1.4549517764849278,1.1156770593343153,-0.25755146551475816,-0.1736282986485353
CV-GE-B10,2018-MIH1,2018,G+E_T0,375,1.7331091536672074,1.3946397329894422,-0.784351464029792,-0.12038008996655696
CV-GE-B10,2018-MIH1,2018,G+E_T1,375,1.5924133615674116,1.2495240847162001,-0.5063996128616863,-0.1160138532706413
CV-GE-B10,2018-MIH1,2018,G+E_T2,375,1.8373292827150955,1.5028292757977433,-1.0054071677396919,-0.11494752007484164
CV-GE-B10,2018-MNH1,2018,G,916,2.6167024160198156,2.0876058479725117,-1.3848552886553662,-0.15701501153906466
CV-GE-B10,2018-MNH1,2018,G+E_T0,916,3.2913435655382557,2.78417623861472,-2.7731128728017964,-0.17540919117870687
CV-GE-B10,2018-MNH1,2018,G+E_T1,916,2.8468338323819733,2.3346011231377464,-1.8227836780006483,-0.10756231855789794
CV-GE-B10,2018-MNH1,2018,G+E_T2,916,3.0456235507868286,2.5290061882904635,-2.2307682396066664,-0.1527575432535031
CV-GE-B10,2018-MOH1,2018,G,790,2.4994183810670663,2.1863638451711296,-2.8062596251553362,0.12785770673802802
CV-GE-B10,2018-MOH1,2018,G+E_T0,790,2.0115196649739304,1.6792702805463802,-1.4652959078617132,0.12519252671709089
CV-GE-B10,2018-MOH1,2018,G+E_T1,790,1.6051793640835315,1.295298905965884,-0.5698842242149771,0.11962825706955381
CV-GE-B10,2018-MOH1,2018,G+E_T2,790,1.549739219412993,1.2426174095255131,-0.4633147064393188,0.12117550895840573
CV-GE-B10,2018-NCH1,2018,G,639,2.681387243614106,2.182510646843098,-0.5523031122830773,-0.3492946061739337
CV-GE-B10,2018-NCH1,2018,G+E_T0,639,3.0377450493612335,2.5096913013304936,-0.9923245838119701,-0.04675215757687286
CV-GE-B10,2018-NCH1,2018,G+E_T1,639,2.778744052509036,2.2793693519338345,-0.6670727119488331,-0.012314166587483612
CV-GE-B10,2018-NCH1,2018,G+E_T2,639,2.9806681984719665,2.458871841796124,-0.9181595056390737,-0.04841798223385858
CV-GE-B10,2018-NYH1,2018,G,373,2.5642374104772854,2.0630710535898653,-1.0252348187587565,0.222446751158623
CV-GE-B10,2018-NYH1,2018,G+E_T0,373,2.4410715133343377,1.9208167069277249,-0.8353543553204157,0.19451502138662116
CV-GE-B10,2018-NYH1,2018,G+E_T1,373,2.378249815683991,1.8606072865266012,-0.7421031457763831,0.2042375858939698
CV-GE-B10,2018-NYH1,2018,G+E_T2,373,2.0610340903079982,1.585911573218597,-0.3083660668000985,0.20939340608022466
CV-GE-B10,2018-NYH2,2018,G,395,2.046752135201414,1.6420685246596554,-0.15877564642573594,0.05886413035984547
CV-GE-B10,2018-NYH2,2018,G+E_T0,395,1.9774155780668354,1.5837795078100378,-0.08159521524576263,0.12511853824303276
CV-GE-B10,2018-NYH2,2018,G+E_T1,395,1.8862122982737697,1.4827027420150973,0.015875600840574267,0.13382568825553806
CV-GE-B10,2018-NYH2,2018,G+E_T2,395,1.9077551332072746,1.4920260629934063,-0.006732563800721403,0.12646074683690364
CV-GE-B10,2018-NYH3,2018,G,416,1.5953400292342086,1.2437518628724205,0.015932168511617606,0.1603574541373933
CV-GE-B10,2018-NYH3,2018,G+E_T0,416,3.2310391878730327,2.8768381938631724,-3.0364814534028444,0.18814981622880061
CV-GE-B10,2018-NYH3,2018,G+E_T1,416,3.284464806705695,2.933509740682713,-3.1710724742641956,0.1894632078618269
CV-GE-B10,2018-NYH3,2018,G+E_T2,416,2.4985505187856596,2.1113625060775694,-1.413763859508487,0.18699520587451351
CV-GE-B10,2018-OHH1,2018,G,380,1.7412465008494,1.4166940054907389,-0.5291078173077273,-0.03465442097245425
CV-GE-B10,2018-OHH1,2018,G+E_T0,380,1.9311141672589949,1.5232591022618023,-0.8807605002463383,-0.05954381287022223
CV-GE-B10,2018-OHH1,2018,G+E_T1,380,1.4954433737041843,1.167610507517925,-0.1278660929556159,-0.045246343122664276
CV-GE-B10,2018-OHH1,2018,G+E_T2,380,1.6645079409642058,1.2851773740827381,-0.3972989670920841,-0.03979390902788273
CV-GE-B10,2018-SCH1,2018,G,378,3.298116312418116,3.009119644627491,-5.024987269081473,2.4812790799427307e-05
CV-GE-B10,2018-SCH1,2018,G+E_T0,378,1.6839584551400866,1.3645289282922761,-0.5706772166603666,0.08607270203796412
CV-GE-B10,2018-SCH1,2018,G+E_T1,378,1.5457849243689543,1.226613388286121,-0.32349508654939174,0.07784637024314561
CV-GE-B10,2018-SCH1,2018,G+E_T2,378,1.4996923207495214,1.180964667581914,-0.24574322458510833,0.07822115603969369
CV-GE-B10,2018-TXH1-Dry,2018,G,369,2.22376203964449,1.8864742014660458,-1.960278853284398,0.13552782865027638
CV-GE-B10,2018-TXH1-Dry,2018,G+E_T0,369,2.4909899579329617,2.1729532668043787,-2.714496482898099,0.13691670334947076
CV-GE-B10,2018-TXH1-Dry,2018,G+E_T1,369,1.98872554543437,1.6391690733694295,-1.3675856697671591,0.133374415625916
CV-GE-B10,2018-TXH1-Dry,2018,G+E_T2,369,1.9785951133954747,1.6303345512270655,-1.3435264649617515,0.13844059915916218
CV-GE-B10,2018-TXH1-Early,2018,G,404,1.3359772135564127,1.0372467577973672,-0.20722212518683003,0.0037789074727206423
CV-GE-B10,2018-TXH1-Early,2018,G+E_T0,404,1.30646071769445,0.9892638050791572,-0.15446772650776186,0.016688960590161703
CV-GE-B10,2018-TXH1-Early,2018,G+E_T1,404,1.3641128233577848,1.039586487132087,-0.2586056228475968,0.010288173680541409
CV-GE-B10,2018-TXH1-Early,2018,G+E_T2,404,1.368549336956009,1.0463321814048743,-0.26680567934529975,0.011033005037587853
CV-GE-B10,2018-TXH1-Late,2018,G,434,3.2068368773670857,2.9850526762102256,-6.753595467136856,0.07527870873966354
CV-GE-B10,2018-TXH1-Late,2018,G+E_T0,434,2.3846958828182774,2.117448989846914,-3.287611272108906,0.09634144460304966
CV-GE-B10,2018-TXH1-Late,2018,G+E_T1,434,2.375518660555718,2.1083582495086532,-3.254674034177259,0.1002856141121472
CV-GE-B10,2018-TXH1-Late,2018,G+E_T2,434,2.2098444454619846,1.9376376832238966,-2.681906946949521,0.10222837942375082
CV-GE-B10,2018-TXH2,2018,G,443,1.976119736537115,1.5772768531498458,-0.6269976479501216,0.017199075150352842
CV-GE-B10,2018-TXH2,2018,G+E_T0,443,1.6869499603267548,1.318940276668988,-0.185672683804889,0.03907504077699643
CV-GE-B10,2018-TXH2,2018,G+E_T1,443,1.678085616235204,1.3127478194238806,-0.1732448144339569,0.03834734240008456
CV-GE-B10,2018-TXH2,2018,G+E_T2,443,1.6460523125983895,1.2867315755581894,-0.12887974355057064,0.03941931615516693
CV-GE-B10,2018-WIH1,2018,G,401,2.2702996033506544,1.831401394808723,-0.5845695700819133,-0.06562975377364413
CV-GE-B10,2018-WIH1,2018,G+E_T0,401,1.881802543114199,1.4728531539054524,-0.08866200795127699,-0.08560260405518393
CV-GE-B10,2018-WIH1,2018,G+E_T1,401,1.8947261906594777,1.5017994961596903,-0.10366655410539227,-0.07274959467560058
CV-GE-B10,2018-WIH1,2018,G+E_T2,401,1.8887898275865238,1.496871833918037,-0.09676159681183827,-0.07007825095223881
CV-GE-B10,2018-WIH2,2018,G,815,2.529812803708824,1.9699656808542079,-0.9131593779280269,-0.10335054972887633
CV-GE-B10,2018-WIH2,2018,G+E_T0,815,3.4261838856813833,2.960048037571923,-2.509099758093497,0.02371726923045119
CV-GE-B10,2018-WIH2,2018,G+E_T1,815,2.9441733127827354,2.436082528351256,-1.59120111520016,0.029488624471927922
CV-GE-B10,2018-WIH2,2018,G+E_T2,815,3.254090689414683,2.7711049680257704,-2.1654370622771055,0.015401184254164068
CV-GE-B10,2019-DEH1,2019,G,814,2.5401711879824074,2.102133391176827,-0.8417839674251058,-0.002783361823672908
CV-GE-B10,2019-DEH1,2019,G+E_T0,814,2.7768387866868136,2.3352757962142445,-1.200969632705989,0.06291143276699158
CV-GE-B10,2019-DEH1,2019,G+E_T1,814,2.671043867399836,2.2315123425336707,-1.0364547194839808,0.07327752329548733
CV-GE-B10,2019-DEH1,2019,G+E_T2,814,2.698261582951807,2.257829692934375,-1.0781687830561415,0.06253343009165699
CV-GE-B10,2019-GAH2,2019,G,390,3.332486821964141,2.9910578215233343,-4.2360688395980715,-0.06664333143802031
CV-GE-B10,2019-GAH2,2019,G+E_T0,390,3.668230803790731,3.3632735475077973,-5.34427169211539,-0.10405587828290036
CV-GE-B10,2019-GAH2,2019,G+E_T1,390,3.5293753900410176,3.213856807141925,-4.8730564126279585,-0.11161414687991263
CV-GE-B10,2019-GAH2,2019,G+E_T2,390,3.624948295548278,3.314812201981909,-5.195439196047615,-0.11061325982223293
CV-GE-B10,2019-IAH4,2019,G,1140,2.6058649852836737,2.311509685185161,-2.993311109202551,-0.010781647885375823
CV-GE-B10,2019-IAH4,2019,G+E_T0,1140,2.562542382628319,2.2803154233816536,-2.8616369353966493,0.04234839545417096
CV-GE-B10,2019-IAH4,2019,G+E_T1,1140,2.268795163011685,1.9803940172025836,-2.0270521347083057,0.035083182009771556
CV-GE-B10,2019-IAH4,2019,G+E_T2,1140,2.2401296919002522,1.951644246885859,-1.9510437668706384,0.03435391162766537
CV-GE-B10,2019-ILH1,2019,G,448,4.607894555870487,4.307001555934116,-6.447292914044346,0.19824615941033547
CV-GE-B10,2019-ILH1,2019,G+E_T0,448,4.056300807748448,3.73033032919615,-4.77103460979484,0.21931450887911313
